date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold
01-Dec-22,Assam,4-Wheelers,4,8441
01-Dec-22,Bihar,4-Wheelers,5,4752
01-Dec-22,Chandigarh,4-Wheelers,46,2261
01-Dec-22,Chhattisgarh,4-Wheelers,40,3887
01-Dec-22,DNH and DD,4-Wheelers,2,365
01-Dec-22,Delhi,4-Wheelers,791,15492
01-Dec-22,Goa,4-Wheelers,30,1744
01-Dec-22,Gujarat,4-Wheelers,260,27614
01-Dec-22,Haryana,4-Wheelers,177,18223
01-Dec-22,Himachal Pradesh,4-Wheelers,7,4026
01-Dec-22,Jammu and Kashmir,4-Wheelers,4,5304
01-Dec-22,Jharkhand,4-Wheelers,22,3979
01-Dec-22,Karnataka,4-Wheelers,438,22142
01-Dec-22,Kerala,4-Wheelers,298,16601
01-Dec-22,Madhya Pradesh,4-Wheelers,35,11124
01-Dec-22,Maharashtra,4-Wheelers,887,32422
01-Dec-22,Odisha,4-Wheelers,42,6616
01-Dec-22,Puducherry,4-Wheelers,4,690
01-Dec-22,Rajasthan,4-Wheelers,110,12634
01-Dec-22,Tamil Nadu,4-Wheelers,406,20201
01-Dec-22,Uttar Pradesh,4-Wheelers,13,27230
01-Dec-22,Uttarakhand,4-Wheelers,24,3881
01-Dec-22,West Bengal,4-Wheelers,65,8047
01-Jan-23,Andhra Pradesh,4-Wheelers,121,10775
01-Jan-23,Assam,4-Wheelers,5,7240
01-Jan-23,Bihar,4-Wheelers,19,6600
01-Jan-23,Chandigarh,4-Wheelers,50,2500
01-Jan-23,Chhattisgarh,4-Wheelers,56,4880
01-Jan-23,Delhi,4-Wheelers,331,17993
01-Jan-23,Goa,4-Wheelers,44,1888
01-Jan-23,Gujarat,4-Wheelers,212,25859
01-Jan-23,Haryana,4-Wheelers,141,25164
01-Jan-23,Himachal Pradesh,4-Wheelers,5,4192
01-Jan-23,Jammu and Kashmir,4-Wheelers,4,4245
01-Jan-23,Jharkhand,4-Wheelers,41,5016
01-Jan-23,Karnataka,4-Wheelers,587,26011
01-Jan-23,Kerala,4-Wheelers,344,17267
01-Jan-23,Madhya Pradesh,4-Wheelers,69,17945
01-Jan-23,Maharashtra,4-Wheelers,827,44349
01-Jan-23,Manipur,4-Wheelers,3,892
01-Jan-23,Odisha,4-Wheelers,51,6278
01-Jan-23,Puducherry,4-Wheelers,3,1004
01-Jan-23,Rajasthan,4-Wheelers,155,18017
01-Jan-23,Tamil Nadu,4-Wheelers,202,24430
01-Jan-23,Uttar Pradesh,4-Wheelers,26,41439
01-Jan-23,Uttarakhand,4-Wheelers,16,5040
01-Jan-23,West Bengal,4-Wheelers,124,9141
01-Feb-23,Andhra Pradesh,4-Wheelers,116,6628
01-Feb-23,Assam,4-Wheelers,13,7029
01-Feb-23,Bihar,4-Wheelers,46,6117
01-Feb-23,Chandigarh,4-Wheelers,59,2061
01-Feb-23,Chhattisgarh,4-Wheelers,73,4196
01-Feb-23,DNH and DD,4-Wheelers,3,411
01-Feb-23,Delhi,4-Wheelers,510,14823
01-Feb-23,Goa,4-Wheelers,83,1760
01-Feb-23,Gujarat,4-Wheelers,271,28856
01-Feb-23,Haryana,4-Wheelers,175,19656
01-Feb-23,Himachal Pradesh,4-Wheelers,21,3952
01-Feb-23,Jammu and Kashmir,4-Wheelers,8,4449
01-Feb-23,Jharkhand,4-Wheelers,33,4234
01-Feb-23,Karnataka,4-Wheelers,616,21837
01-Feb-23,Kerala,4-Wheelers,662,14603
01-Feb-23,Madhya Pradesh,4-Wheelers,144,17295
01-Feb-23,Maharashtra,4-Wheelers,1012,30727
01-Feb-23,Manipur,4-Wheelers,5,756
01-Feb-23,Odisha,4-Wheelers,60,5397
01-Feb-23,Puducherry,4-Wheelers,3,703
01-Feb-23,Punjab,4-Wheelers,18,11765
01-Feb-23,Rajasthan,4-Wheelers,293,15819
01-Feb-23,Tamil Nadu,4-Wheelers,307,18758
01-Feb-23,Uttar Pradesh,4-Wheelers,60,32464
01-Feb-23,Uttarakhand,4-Wheelers,23,3985
01-Feb-23,West Bengal,4-Wheelers,142,8054
01-Mar-23,Andhra Pradesh,4-Wheelers,173,7764
01-Mar-23,Assam,4-Wheelers,20,8324
01-Mar-23,Bihar,4-Wheelers,47,6322
01-Mar-23,Chandigarh,4-Wheelers,131,2589
01-Mar-23,Chhattisgarh,4-Wheelers,95,5119
01-Mar-23,DNH and DD,4-Wheelers,2,485
01-Mar-23,Delhi,4-Wheelers,1544,18638
01-Mar-23,Goa,4-Wheelers,112,2439
01-Mar-23,Gujarat,4-Wheelers,498,26082
01-Mar-23,Haryana,4-Wheelers,477,21547
01-Mar-23,Himachal Pradesh,4-Wheelers,7,3574
01-Mar-23,Jammu and Kashmir,4-Wheelers,17,5388
01-Mar-23,Jharkhand,4-Wheelers,52,4670
01-Mar-23,Karnataka,4-Wheelers,1062,28169
01-Mar-23,Kerala,4-Wheelers,1107,24727
01-Mar-23,Madhya Pradesh,4-Wheelers,159,14745
01-Mar-23,Maharashtra,4-Wheelers,1389,42854
01-Mar-23,Odisha,4-Wheelers,74,6358
01-Mar-23,Puducherry,4-Wheelers,4,999
01-Mar-23,Punjab,4-Wheelers,13,12430
01-Mar-23,Rajasthan,4-Wheelers,425,18370
01-Mar-23,Tamil Nadu,4-Wheelers,571,22131
01-Mar-23,Tripura,4-Wheelers,9,329
01-Mar-23,Uttar Pradesh,4-Wheelers,431,34186
01-Mar-23,Uttarakhand,4-Wheelers,48,4596
01-Mar-23,West Bengal,4-Wheelers,352,8955
01-Apr-23,Andhra Pradesh,4-Wheelers,225,7229
01-Apr-23,Assam,4-Wheelers,20,7022
01-Apr-23,Bihar,4-Wheelers,40,5840
01-Apr-23,Chandigarh,4-Wheelers,62,2482
01-Apr-23,Chhattisgarh,4-Wheelers,93,5558
01-Apr-23,Delhi,4-Wheelers,551,14861
01-Apr-23,Goa,4-Wheelers,57,1633
01-Apr-23,Gujarat,4-Wheelers,537,28451
01-Apr-23,Haryana,4-Wheelers,363,21914
01-Apr-23,Himachal Pradesh,4-Wheelers,9,3880
01-Apr-23,Jammu and Kashmir,4-Wheelers,4,3728
01-Apr-23,Jharkhand,4-Wheelers,39,4281
01-Apr-23,Karnataka,4-Wheelers,762,22368
01-Apr-23,Kerala,4-Wheelers,637,9171
01-Apr-23,Madhya Pradesh,4-Wheelers,95,10894
01-Apr-23,Maharashtra,4-Wheelers,1139,35336
01-Apr-23,Meghalaya,4-Wheelers,2,1094
01-Apr-23,Odisha,4-Wheelers,84,5315
01-Apr-23,Puducherry,4-Wheelers,5,735
01-Apr-23,Punjab,4-Wheelers,22,9734
01-Apr-23,Rajasthan,4-Wheelers,291,14377
01-Apr-23,Tamil Nadu,4-Wheelers,399,18659
01-Apr-23,Uttar Pradesh,4-Wheelers,364,32143
01-Apr-23,Uttarakhand,4-Wheelers,47,4887
01-Apr-23,West Bengal,4-Wheelers,152,7999
01-May-23,Andhra Pradesh,4-Wheelers,216,8095
01-May-23,Assam,4-Wheelers,30,6994
01-May-23,Bihar,4-Wheelers,46,6865
01-May-23,Chandigarh,4-Wheelers,83,2556
01-May-23,Chhattisgarh,4-Wheelers,185,3785
01-May-23,DNH and DD,4-Wheelers,4,416
01-May-23,Delhi,4-Wheelers,787,16609
01-May-23,Goa,4-Wheelers,85,1878
01-May-23,Gujarat,4-Wheelers,710,25770
01-May-23,Haryana,4-Wheelers,211,21218
01-May-23,Himachal Pradesh,4-Wheelers,21,3565
01-May-23,Jammu and Kashmir,4-Wheelers,14,5095
01-May-23,Jharkhand,4-Wheelers,37,4755
01-May-23,Karnataka,4-Wheelers,999,22601
01-May-23,Kerala,4-Wheelers,954,14819
01-May-23,Madhya Pradesh,4-Wheelers,136,12488
01-May-23,Maharashtra,4-Wheelers,1137,35179
01-May-23,Manipur,4-Wheelers,4,119
01-May-23,Meghalaya,4-Wheelers,2,1027
01-May-23,Odisha,4-Wheelers,105,5951
01-May-23,Puducherry,4-Wheelers,6,943
01-May-23,Punjab,4-Wheelers,63,11047
01-May-23,Rajasthan,4-Wheelers,419,16157
01-May-23,Tamil Nadu,4-Wheelers,529,20789
01-May-23,Tripura,4-Wheelers,2,436
01-May-23,Uttar Pradesh,4-Wheelers,472,34515
01-May-23,Uttarakhand,4-Wheelers,61,4675
01-May-23,West Bengal,4-Wheelers,322,8672
01-Jun-23,Andhra Pradesh,4-Wheelers,156,6611
01-Jun-23,Assam,4-Wheelers,28,6751
01-Jun-23,Bihar,4-Wheelers,52,6134
01-Jun-23,Chandigarh,4-Wheelers,77,2597
01-Jun-23,Chhattisgarh,4-Wheelers,114,3650
01-Jun-23,Delhi,4-Wheelers,935,15723
01-Jun-23,Goa,4-Wheelers,75,1699
01-Jun-23,Gujarat,4-Wheelers,698,24829
01-Jun-23,Haryana,4-Wheelers,263,21135
01-Jun-23,Himachal Pradesh,4-Wheelers,19,3448
01-Jun-23,Jammu and Kashmir,4-Wheelers,18,4437
01-Jun-23,Jharkhand,4-Wheelers,48,4320
01-Jun-23,Karnataka,4-Wheelers,1142,24603
01-Jun-23,Kerala,4-Wheelers,885,14389
01-Jun-23,Madhya Pradesh,4-Wheelers,107,10927
01-Jun-23,Maharashtra,4-Wheelers,1360,36069
01-Jun-23,Meghalaya,4-Wheelers,2,950
01-Jun-23,Odisha,4-Wheelers,89,5873
01-Jun-23,Puducherry,4-Wheelers,8,910
01-Jun-23,Punjab,4-Wheelers,76,10547
01-Jun-23,Rajasthan,4-Wheelers,380,15534
01-Jun-23,Tamil Nadu,4-Wheelers,572,22976
01-Jun-23,Tripura,4-Wheelers,2,375
01-Jun-23,Uttar Pradesh,4-Wheelers,393,30578
01-Jun-23,Uttarakhand,4-Wheelers,42,4393
01-Jun-23,West Bengal,4-Wheelers,247,8471
01-Jul-23,Andaman & Nicobar Island,4-Wheelers,3,163
01-Jul-23,Andhra Pradesh,4-Wheelers,157,6820
01-Jul-23,Arunachal Pradesh,4-Wheelers,2,1069
01-Jul-23,Assam,4-Wheelers,23,7381
01-Jul-23,Bihar,4-Wheelers,58,5189
01-Jul-23,Chandigarh,4-Wheelers,71,2326
01-Jul-23,Chhattisgarh,4-Wheelers,94,3346
01-Jul-23,DNH and DD,4-Wheelers,4,391
01-Jul-23,Delhi,4-Wheelers,831,15285
01-Jul-23,Goa,4-Wheelers,84,1739
01-Jul-23,Gujarat,4-Wheelers,692,27755
01-Jul-23,Haryana,4-Wheelers,92,11915
01-Jul-23,Himachal Pradesh,4-Wheelers,12,3956
01-Jul-23,Jammu and Kashmir,4-Wheelers,11,4435
01-Jul-23,Jharkhand,4-Wheelers,31,4010
01-Jul-23,Karnataka,4-Wheelers,1221,23154
01-Jul-23,Kerala,4-Wheelers,871,14002
01-Jul-23,Madhya Pradesh,4-Wheelers,138,10811
01-Jul-23,Maharashtra,4-Wheelers,1103,36082
01-Jul-23,Manipur,4-Wheelers,6,427
01-Jul-23,Meghalaya,4-Wheelers,3,1030
01-Jul-23,Odisha,4-Wheelers,134,5745
01-Jul-23,Puducherry,4-Wheelers,7,809
01-Jul-23,Punjab,4-Wheelers,92,10766
01-Jul-23,Rajasthan,4-Wheelers,405,14064
01-Jul-23,Tamil Nadu,4-Wheelers,630,20553
01-Jul-23,Tripura,4-Wheelers,2,578
01-Jul-23,Uttar Pradesh,4-Wheelers,420,29214
01-Jul-23,Uttarakhand,4-Wheelers,53,4216
01-Jul-23,West Bengal,4-Wheelers,179,8111
01-Aug-23,Andaman & Nicobar Island,4-Wheelers,3,183
01-Aug-23,Andhra Pradesh,4-Wheelers,104,7397
01-Aug-23,Arunachal Pradesh,4-Wheelers,4,1121
01-Aug-23,Assam,4-Wheelers,27,7557
01-Aug-23,Bihar,4-Wheelers,53,5334
01-Aug-23,Chandigarh,4-Wheelers,80,1937
01-Aug-23,Chhattisgarh,4-Wheelers,107,3859
01-Aug-23,Delhi,4-Wheelers,440,15852
01-Aug-23,Goa,4-Wheelers,98,2177
01-Aug-23,Gujarat,4-Wheelers,512,25572
01-Aug-23,Haryana,4-Wheelers,189,24414
01-Aug-23,Himachal Pradesh,4-Wheelers,11,3975
01-Aug-23,Jammu and Kashmir,4-Wheelers,15,4843
01-Aug-23,Jharkhand,4-Wheelers,52,4040
01-Aug-23,Karnataka,4-Wheelers,1196,28235
01-Aug-23,Kerala,4-Wheelers,736,18189
01-Aug-23,Madhya Pradesh,4-Wheelers,112,11479
01-Aug-23,Maharashtra,4-Wheelers,1070,40169
01-Aug-23,Manipur,4-Wheelers,6,458
01-Aug-23,Meghalaya,4-Wheelers,3,1215
01-Aug-23,Odisha,4-Wheelers,146,6282
01-Aug-23,Puducherry,4-Wheelers,14,955
01-Aug-23,Punjab,4-Wheelers,75,11493
01-Aug-23,Rajasthan,4-Wheelers,396,14786
01-Aug-23,Tamil Nadu,4-Wheelers,591,23537
01-Aug-23,Tripura,4-Wheelers,2,466
01-Aug-23,Uttar Pradesh,4-Wheelers,482,29829
01-Aug-23,Uttarakhand,4-Wheelers,50,4283
01-Aug-23,West Bengal,4-Wheelers,178,9101
01-Sep-23,Andhra Pradesh,4-Wheelers,59,7044
01-Sep-23,Arunachal Pradesh,4-Wheelers,4,1003
01-Sep-23,Assam,4-Wheelers,23,8078
01-Sep-23,Bihar,4-Wheelers,60,5210
01-Sep-23,Chandigarh,4-Wheelers,54,1491
01-Sep-23,Chhattisgarh,4-Wheelers,83,3993
01-Sep-23,DNH and DD,4-Wheelers,6,468
01-Sep-23,Delhi,4-Wheelers,380,15776
01-Sep-23,Goa,4-Wheelers,69,2801
01-Sep-23,Gujarat,4-Wheelers,633,36818
01-Sep-23,Haryana,4-Wheelers,92,24045
01-Sep-23,Himachal Pradesh,4-Wheelers,9,3683
01-Sep-23,Jammu and Kashmir,4-Wheelers,9,4430
01-Sep-23,Jharkhand,4-Wheelers,22,4600
01-Sep-23,Karnataka,4-Wheelers,942,24184
01-Sep-23,Kerala,4-Wheelers,773,21467
01-Sep-23,Madhya Pradesh,4-Wheelers,117,11748
01-Sep-23,Maharashtra,4-Wheelers,869,43063
01-Sep-23,Meghalaya,4-Wheelers,3,1139
01-Sep-23,Odisha,4-Wheelers,101,6354
01-Sep-23,Puducherry,4-Wheelers,10,912
01-Sep-23,Punjab,4-Wheelers,83,12368
01-Sep-23,Rajasthan,4-Wheelers,375,16356
01-Sep-23,Tamil Nadu,4-Wheelers,543,22461
01-Sep-23,Tripura,4-Wheelers,3,470
01-Sep-23,Uttar Pradesh,4-Wheelers,476,29087
01-Sep-23,Uttarakhand,4-Wheelers,30,4234
01-Sep-23,West Bengal,4-Wheelers,218,9011
01-Oct-23,Andhra Pradesh,4-Wheelers,68,7743
01-Oct-23,Arunachal Pradesh,4-Wheelers,2,1111
01-Oct-23,Assam,4-Wheelers,24,9481
01-Oct-23,Bihar,4-Wheelers,57,6068
01-Oct-23,Chandigarh,4-Wheelers,71,1722
01-Oct-23,Chhattisgarh,4-Wheelers,79,4920
01-Oct-23,DNH and DD,4-Wheelers,12,620
01-Oct-23,Delhi,4-Wheelers,519,16459
01-Oct-23,Goa,4-Wheelers,87,2094
01-Oct-23,Gujarat,4-Wheelers,670,42365
01-Oct-23,Haryana,4-Wheelers,220,20543
01-Oct-23,Himachal Pradesh,4-Wheelers,7,3066
01-Oct-23,Jammu and Kashmir,4-Wheelers,10,4603
01-Oct-23,Jharkhand,4-Wheelers,30,4837
01-Oct-23,Karnataka,4-Wheelers,1154,25652
01-Oct-23,Kerala,4-Wheelers,642,14522
01-Oct-23,Madhya Pradesh,4-Wheelers,112,13646
01-Oct-23,Maharashtra,4-Wheelers,1404,47126
01-Oct-23,Manipur,4-Wheelers,2,272
01-Oct-23,Odisha,4-Wheelers,130,8500
01-Oct-23,Puducherry,4-Wheelers,7,990
01-Oct-23,Punjab,4-Wheelers,94,11396
01-Oct-23,Rajasthan,4-Wheelers,464,18951
01-Oct-23,Tamil Nadu,4-Wheelers,556,28342
01-Oct-23,Tripura,4-Wheelers,3,497
01-Oct-23,Uttar Pradesh,4-Wheelers,512,33774
01-Oct-23,Uttarakhand,4-Wheelers,34,4562
01-Oct-23,West Bengal,4-Wheelers,238,9972
01-Nov-23,Andhra Pradesh,4-Wheelers,98,8220
01-Nov-23,Arunachal Pradesh,4-Wheelers,3,1226
01-Nov-23,Assam,4-Wheelers,26,7960
01-Nov-23,Bihar,4-Wheelers,50,9075
01-Nov-23,Chandigarh,4-Wheelers,88,1805
01-Nov-23,Chhattisgarh,4-Wheelers,99,5877
01-Nov-23,DNH and DD,4-Wheelers,3,590
01-Nov-23,Delhi,4-Wheelers,538,18675
01-Nov-23,Goa,4-Wheelers,97,2521
01-Nov-23,Gujarat,4-Wheelers,592,32601
01-Nov-23,Haryana,4-Wheelers,215,22002
01-Nov-23,Himachal Pradesh,4-Wheelers,15,4242
01-Nov-23,Jammu and Kashmir,4-Wheelers,18,4981
01-Nov-23,Jharkhand,4-Wheelers,40,6684
01-Nov-23,Karnataka,4-Wheelers,822,26232
01-Nov-23,Kerala,4-Wheelers,641,12551
01-Nov-23,Madhya Pradesh,4-Wheelers,137,17166
01-Nov-23,Maharashtra,4-Wheelers,1315,48131
01-Nov-23,Manipur,4-Wheelers,2,246
01-Nov-23,Meghalaya,4-Wheelers,2,1387
01-Nov-23,Odisha,4-Wheelers,177,7105
01-Nov-23,Puducherry,4-Wheelers,11,990
01-Nov-23,Punjab,4-Wheelers,128,12992
01-Nov-23,Rajasthan,4-Wheelers,539,24386
01-Nov-23,Tamil Nadu,4-Wheelers,599,19015
01-Nov-23,Tripura,4-Wheelers,2,657
01-Nov-23,Uttar Pradesh,4-Wheelers,446,42692
01-Nov-23,Uttarakhand,4-Wheelers,47,5398
01-Nov-23,West Bengal,4-Wheelers,290,9743
01-Dec-23,Andaman & Nicobar Island,4-Wheelers,2,175
01-Dec-23,Andhra Pradesh,4-Wheelers,130,7155
01-Dec-23,Arunachal Pradesh,4-Wheelers,2,1137
01-Dec-23,Assam,4-Wheelers,30,8111
01-Dec-23,Bihar,4-Wheelers,59,4788
01-Dec-23,Chandigarh,4-Wheelers,130,1496
01-Dec-23,Chhattisgarh,4-Wheelers,93,3575
01-Dec-23,DNH and DD,4-Wheelers,5,488
01-Dec-23,Delhi,4-Wheelers,811,16567
01-Dec-23,Goa,4-Wheelers,71,1859
01-Dec-23,Gujarat,4-Wheelers,548,26023
01-Dec-23,Haryana,4-Wheelers,218,23698
01-Dec-23,Himachal Pradesh,4-Wheelers,16,5710
01-Dec-23,Jammu and Kashmir,4-Wheelers,15,4531
01-Dec-23,Jharkhand,4-Wheelers,27,4375
01-Dec-23,Karnataka,4-Wheelers,1155,22859
01-Dec-23,Kerala,4-Wheelers,736,13811
01-Dec-23,Madhya Pradesh,4-Wheelers,134,9736
01-Dec-23,Maharashtra,4-Wheelers,1125,32212
01-Dec-23,Manipur,4-Wheelers,2,206
01-Dec-23,Odisha,4-Wheelers,186,7280
01-Dec-23,Puducherry,4-Wheelers,12,860
01-Dec-23,Punjab,4-Wheelers,116,13632
01-Dec-23,Rajasthan,4-Wheelers,348,13082
01-Dec-23,Tamil Nadu,4-Wheelers,520,19246
01-Dec-23,Tripura,4-Wheelers,4,489
01-Dec-23,Uttar Pradesh,4-Wheelers,498,29434
01-Dec-23,Uttarakhand,4-Wheelers,37,5430
01-Dec-23,West Bengal,4-Wheelers,160,8435
01-Jan-24,Uttar Pradesh,4-Wheelers,399,44334
01-Jan-24,Maharashtra,4-Wheelers,1289,50156
01-Jan-24,Karnataka,4-Wheelers,1080,30770
01-Jan-24,Tamil Nadu,4-Wheelers,626,28455
01-Jan-24,Bihar,4-Wheelers,58,6824
01-Jan-24,Kerala,4-Wheelers,734,164
01-Jan-24,Rajasthan,4-Wheelers,498,21747
01-Jan-24,Delhi,4-Wheelers,1345,21520
01-Jan-24,Madhya Pradesh,4-Wheelers,172,19326
01-Jan-24,Gujarat,4-Wheelers,494,33379
01-Jan-24,Odisha,4-Wheelers,150,7500
01-Jan-24,Assam,4-Wheelers,21,7242
01-Jan-24,Haryana,4-Wheelers,282,28776
01-Jan-24,Chhattisgarh,4-Wheelers,91,4946
01-Jan-24,West Bengal,4-Wheelers,184,10223
01-Jan-24,Punjab,4-Wheelers,105,15000
01-Jan-24,Andhra Pradesh,4-Wheelers,123,8483
01-Jan-24,Jharkhand,4-Wheelers,29,4678
01-Jan-24,Uttarakhand,4-Wheelers,49,5385
01-Jan-24,Jammu and Kashmir,4-Wheelers,10,5264
01-Jan-24,Goa,4-Wheelers,86,2331
01-Jan-24,Chandigarh,4-Wheelers,101,1624
01-Jan-24,Tripura,4-Wheelers,2,466
01-Jan-24,Puducherry,4-Wheelers,10,1250
01-Jan-24,Himachal Pradesh,4-Wheelers,13,4815
01-Jan-24,DNH and DD,4-Wheelers,3,527
01-Jan-24,Manipur,4-Wheelers,7,433
01-Jan-24,Arunachal Pradesh,4-Wheelers,5,1174
01-Feb-24,Uttar Pradesh,4-Wheelers,394,37170
01-Feb-24,Maharashtra,4-Wheelers,1227,36302
01-Feb-24,Karnataka,4-Wheelers,923,24812
01-Feb-24,Tamil Nadu,4-Wheelers,595,23063
01-Feb-24,Rajasthan,4-Wheelers,517,19149
01-Feb-24,Bihar,4-Wheelers,71,6762
01-Feb-24,Madhya Pradesh,4-Wheelers,146,18025
01-Feb-24,Kerala,4-Wheelers,684,12281
01-Feb-24,Gujarat,4-Wheelers,510,25758
01-Feb-24,Delhi,4-Wheelers,596,17898
01-Feb-24,Assam,4-Wheelers,24,6858
01-Feb-24,Odisha,4-Wheelers,203,6305
01-Feb-24,Chhattisgarh,4-Wheelers,99,4125
01-Feb-24,Punjab,4-Wheelers,111,14051
01-Feb-24,Andhra Pradesh,4-Wheelers,128,6125
01-Feb-24,Haryana,4-Wheelers,312,26000
01-Feb-24,West Bengal,4-Wheelers,185,8487
01-Feb-24,Jharkhand,4-Wheelers,42,4667
01-Feb-24,Uttarakhand,4-Wheelers,60,5826
01-Feb-24,Jammu and Kashmir,4-Wheelers,24,4211
01-Feb-24,Goa,4-Wheelers,99,1772
01-Feb-24,Tripura,4-Wheelers,5,538
01-Feb-24,Chandigarh,4-Wheelers,84,1321
01-Feb-24,Puducherry,4-Wheelers,16,1177
01-Feb-24,Himachal Pradesh,4-Wheelers,11,4584
01-Feb-24,Manipur,4-Wheelers,7,310
01-Feb-24,DNH and DD,4-Wheelers,5,444
01-Feb-24,Meghalaya,4-Wheelers,4,1261
01-Feb-24,Arunachal Pradesh,4-Wheelers,4,1184
01-Mar-24,Maharashtra,4-Wheelers,1079,36826
01-Mar-24,Uttar Pradesh,4-Wheelers,389,34425
01-Mar-24,Karnataka,4-Wheelers,1482,26751
01-Mar-24,Tamil Nadu,4-Wheelers,749,22095
01-Mar-24,Rajasthan,4-Wheelers,493,16942
01-Mar-24,Delhi,4-Wheelers,897,15905
01-Mar-24,Kerala,4-Wheelers,876,13861
01-Mar-24,Gujarat,4-Wheelers,661,25424
01-Mar-24,Bihar,4-Wheelers,99,6972
01-Mar-24,Madhya Pradesh,4-Wheelers,143,14743
01-Mar-24,Andhra Pradesh,4-Wheelers,366,7838
01-Mar-24,Assam,4-Wheelers,53,7465
01-Mar-24,Chhattisgarh,4-Wheelers,120,4348
01-Mar-24,Punjab,4-Wheelers,132,14348
01-Mar-24,West Bengal,4-Wheelers,495,8089
01-Mar-24,Haryana,4-Wheelers,305,23644
01-Mar-24,Jharkhand,4-Wheelers,52,4483
01-Mar-24,Goa,4-Wheelers,123,1730
01-Mar-24,Uttarakhand,4-Wheelers,51,4812
01-Mar-24,Jammu and Kashmir,4-Wheelers,18,4500
01-Mar-24,Tripura,4-Wheelers,3,556
01-Mar-24,Chandigarh,4-Wheelers,119,1294
01-Mar-24,Puducherry,4-Wheelers,5,1042
01-Mar-24,Meghalaya,4-Wheelers,3,1200
01-Mar-24,Himachal Pradesh,4-Wheelers,17,4147
01-Mar-24,DNH and DD,4-Wheelers,4,429
01-Mar-24,Manipur,4-Wheelers,2,370
01-Apr-21,Andhra Pradesh,2-Wheelers,436,63444
01-Apr-21,Assam,2-Wheelers,7,30344
01-Apr-21,Bihar,2-Wheelers,47,81056
01-Apr-21,Chandigarh,2-Wheelers,6,1200
01-Apr-21,Chhattisgarh,2-Wheelers,36,10274
01-Apr-21,Delhi,2-Wheelers,272,14233
01-Apr-21,Goa,2-Wheelers,36,3374
01-Apr-21,Gujarat,2-Wheelers,98,49005
01-Apr-21,Haryana,2-Wheelers,101,31078
01-Apr-21,Himachal Pradesh,2-Wheelers,9,4360
01-Apr-21,Jammu and Kashmir,2-Wheelers,22,6874
01-Apr-21,Jharkhand,2-Wheelers,80,26969
01-Apr-21,Karnataka,2-Wheelers,1549,59979
01-Apr-21,Kerala,2-Wheelers,379,57624
01-Apr-21,Madhya Pradesh,2-Wheelers,126,29491
01-Apr-21,Maharashtra,2-Wheelers,428,45515
01-Apr-21,Manipur,2-Wheelers,2,3048
01-Apr-21,Odisha,2-Wheelers,191,36953
01-Apr-21,Puducherry,2-Wheelers,18,2581
01-Apr-21,Punjab,2-Wheelers,9,24348
01-Apr-21,Rajasthan,2-Wheelers,325,48828
01-Apr-21,Tamil Nadu,2-Wheelers,1297,107658
01-Apr-21,Uttar Pradesh,2-Wheelers,171,137840
01-Apr-21,Uttarakhand,2-Wheelers,34,7607
01-Apr-21,West Bengal,2-Wheelers,9,65885
01-May-21,Andhra Pradesh,2-Wheelers,201,41370
01-May-21,Bihar,2-Wheelers,8,55276
01-May-21,Chhattisgarh,2-Wheelers,6,5280
01-May-21,Goa,2-Wheelers,27,379
01-May-21,Gujarat,2-Wheelers,106,33419
01-May-21,Haryana,2-Wheelers,17,7315
01-May-21,Himachal Pradesh,2-Wheelers,4,1721
01-May-21,Jammu and Kashmir,2-Wheelers,50,1916
01-May-21,Jharkhand,2-Wheelers,39,21680
01-May-21,Karnataka,2-Wheelers,140,4942
01-May-21,Kerala,2-Wheelers,95,6675
01-May-21,Maharashtra,2-Wheelers,189,16627
01-May-21,Odisha,2-Wheelers,28,5900
01-May-21,Puducherry,2-Wheelers,3,314
01-May-21,Punjab,2-Wheelers,21,14366
01-May-21,Rajasthan,2-Wheelers,33,18802
01-May-21,Tamil Nadu,2-Wheelers,237,17837
01-May-21,Uttar Pradesh,2-Wheelers,25,147458
01-May-21,Uttarakhand,2-Wheelers,6,2957
01-May-21,West Bengal,2-Wheelers,6,28906
01-Jun-21,Andhra Pradesh,2-Wheelers,369,53867
01-Jun-21,Assam,2-Wheelers,6,22586
01-Jun-21,Bihar,2-Wheelers,67,100771
01-Jun-21,Chandigarh,2-Wheelers,2,1314
01-Jun-21,Chhattisgarh,2-Wheelers,138,31808
01-Jun-21,DNH and DD,2-Wheelers,2,627
01-Jun-21,Delhi,2-Wheelers,205,22186
01-Jun-21,Goa,2-Wheelers,17,1533
01-Jun-21,Gujarat,2-Wheelers,207,59121
01-Jun-21,Haryana,2-Wheelers,74,31957
01-Jun-21,Himachal Pradesh,2-Wheelers,25,5098
01-Jun-21,Jammu and Kashmir,2-Wheelers,87,8677
01-Jun-21,Jharkhand,2-Wheelers,42,33533
01-Jun-21,Karnataka,2-Wheelers,560,19402
01-Jun-21,Kerala,2-Wheelers,184,17828
01-Jun-21,Madhya Pradesh,2-Wheelers,227,90928
01-Jun-21,Maharashtra,2-Wheelers,891,75098
01-Jun-21,Odisha,2-Wheelers,147,23193
01-Jun-21,Puducherry,2-Wheelers,31,2559
01-Jun-21,Punjab,2-Wheelers,71,23393
01-Jun-21,Rajasthan,2-Wheelers,515,59809
01-Jun-21,Tamil Nadu,2-Wheelers,660,45197
01-Jun-21,Uttar Pradesh,2-Wheelers,92,264409
